ticker,date,open,high,low,close,volume,dividends,closeunadj,lastupdated
WMT,2018-12-12,94.3,94.3,93.06,93.11,9608354.0,0.0,93.11,2018-12-12
WMT,2018-12-11,94.25,94.49,93.25,93.85,6436051.0,0.0,93.85,2018-12-11
WMT,2018-12-10,93.56,94.25,92.34,93.94,6970145.0,0.0,93.94,2018-12-10
WMT,2018-12-07,94.5,95.13,92.45,93.19,8423275.0,0.0,93.19,2018-12-07
WMT,2018-12-06,94.94,95.41,93.1,94.77,10299940.0,0.52,94.77,2018-12-06
WMT,2018-12-04,98.25,98.96,95.61,95.81,10343843.0,0.0,95.81,2018-12-04
WMT,2018-12-03,98.02,99.59,97.67,98.75,9035645.0,0.0,98.75,2018-12-03
WMT,2018-11-30,97.4,98.43,97.07,97.65,9707602.0,0.0,97.65,2018-11-30
WMT,2018-11-29,97.02,97.83,96.74,97.29,6170058.0,0.0,97.29,2018-11-29
WMT,2018-11-28,95.45,97.62,95.05,97.46,10034432.0,0.0,97.46,2018-11-28
WMT,2018-11-27,94.99,95.543,94.41,95.04,8901768.0,0.0,95.04,2018-11-27
WMT,2018-11-26,95.69,96.07,94.74,95.15,8465480.0,0.0,95.15,2018-11-26
WMT,2018-11-23,94.13,95.55,94.13,95.1,4889766.0,0.0,95.1,2018-11-23
WMT,2018-11-21,94.36,94.92,93.31,94.17,9165824.0,0.0,94.17,2018-11-21
WMT,2018-11-20,94.98,95.2,93.6,94.16,12563057.0,0.0,94.16,2018-11-20
WMT,2018-11-19,97.94,98.25,96.43,96.78,8738763.0,0.0,96.78,2018-11-19
WMT,2018-11-16,98.82,99.42,96.92,97.69,14104832.0,0.0,97.69,2018-11-16
WMT,2018-11-15,102.32,102.8,98.62,99.54,14994902.0,0.0,99.54,2018-11-15
WMT,2018-11-14,103.0,103.15,101.01,101.53,9975109.0,0.0,101.53,2018-11-14
WMT,2018-11-13,103.67,104.15,102.54,102.94,7804900.0,0.0,102.94,2018-11-13
WMT,2018-11-12,105.5,106.21,103.65,103.87,8779892.0,0.0,103.87,2018-11-12
WMT,2018-11-09,105.0,105.9,104.81,105.56,8229661.0,0.0,105.56,2018-11-09
WMT,2018-11-08,104.33,105.26,104.03,104.88,5613151.0,0.0,104.88,2018-11-08
WMT,2018-11-07,103.66,104.47,103.05,104.32,7826401.0,0.0,104.32,2018-11-07
WMT,2018-11-06,102.54,103.44,102.05,103.33,6060761.0,0.0,103.33,2018-11-06
WMT,2018-11-05,101.19,103.169,100.632,102.91,7543198.0,0.0,102.91,2018-11-05
WMT,2018-11-02,100.88,101.57,100.31,101.34,7269974.0,0.0,101.34,2018-11-02
WMT,2018-11-01,99.96,101.17,99.72,100.58,7579352.0,0.0,100.58,2018-11-01
WMT,2018-10-31,102.49,102.49,100.115,100.28,12196606.0,0.0,100.28,2018-10-31
WMT,2018-10-30,100.21,102.6,100.056,102.42,12200217.0,0.0,102.42,2018-10-30
WMT,2018-10-29,99.51,101.73,99.09,99.8,11899791.0,0.0,99.8,2018-10-29
WMT,2018-10-26,98.81,99.67,98.02,98.94,14891161.0,0.0,98.94,2018-10-26
WMT,2018-10-25,98.01,99.48,97.0,99.18,10384737.0,0.0,99.18,2018-10-25
WMT,2018-10-24,97.5,99.17,97.275,97.56,10150437.0,0.0,97.56,2018-10-24
WMT,2018-10-23,96.5,97.985,96.11,97.8,9294326.0,0.0,97.8,2018-10-23
WMT,2018-10-22,97.34,97.58,96.743,97.14,6955189.0,0.0,97.14,2018-10-22
WMT,2018-10-19,96.0,97.65,96.0,97.15,8758698.0,0.0,97.15,2018-10-19
WMT,2018-10-18,96.4,97.245,95.74,96.17,10253491.0,0.0,96.17,2018-10-18
WMT,2018-10-17,95.18,96.62,94.9,96.56,8732614.0,0.0,96.56,2018-10-17
WMT,2018-10-16,94.7,96.07,94.34,95.81,10515041.0,0.0,95.81,2018-10-16
WMT,2018-10-15,94.5,94.988,93.82,93.82,7890220.0,0.0,93.82,2018-10-15
WMT,2018-10-12,94.76,95.17,93.67,94.81,8474049.0,0.0,94.81,2018-10-12
WMT,2018-10-11,95.81,96.29,93.6,93.92,9926549.0,0.0,93.92,2018-10-12
WMT,2018-10-10,96.6,97.85,95.7,95.76,8995302.0,0.0,95.76,2018-10-10
WMT,2018-10-09,95.64,97.74,95.19,97.08,11566287.0,0.0,97.08,2018-10-09
WMT,2018-10-08,93.25,94.93,93.02,94.69,5743231.0,0.0,94.69,2018-10-08
WMT,2018-10-05,93.86,94.19,92.89,93.31,6675734.0,0.0,93.31,2018-10-05
WMT,2018-10-04,94.07,94.5,93.2,94.21,6039100.0,0.0,94.21,2018-10-04
WMT,2018-10-03,95.5,95.54,94.04,94.07,6190615.0,0.0,94.07,2018-10-03
WMT,2018-10-02,93.93,95.61,93.85,95.15,7750999.0,0.0,95.15,2018-10-02
WMT,2018-10-01,94.29,94.66,94.04,94.4,4993851.0,0.0,94.4,2018-10-01
WMT,2018-09-28,94.28,94.37,93.69,93.91,6286112.0,0.0,93.91,2018-09-28
WMT,2018-09-27,94.19,94.96,93.82,94.13,5300612.0,0.0,94.13,2018-09-27
WMT,2018-09-26,95.1,95.585,94.52,94.59,5906560.0,0.0,94.59,2018-09-26
WMT,2018-09-25,95.99,96.52,94.99,95.1,6144931.0,0.0,95.1,2018-09-25
WMT,2018-09-24,95.44,96.0,94.86,94.92,5076969.0,0.0,94.92,2018-09-24
WMT,2018-09-21,95.92,96.29,95.63,95.9,9358856.0,0.0,95.9,2018-09-21
WMT,2018-09-20,95.35,95.79,94.95,95.75,5084930.0,0.0,95.75,2018-09-20
WMT,2018-09-19,95.57,95.892,94.88,95.24,5545958.0,0.0,95.24,2018-09-19
WMT,2018-09-18,94.46,95.59,94.15,95.43,6288905.0,0.0,95.43,2018-09-18
WMT,2018-09-17,94.75,95.48,94.373,94.82,5127652.0,0.0,94.82,2018-09-17
WMT,2018-09-14,94.53,94.84,94.35,94.59,6271919.0,0.0,94.59,2018-09-14
WMT,2018-09-13,95.32,95.62,94.91,95.12,7595855.0,0.0,95.12,2018-09-13
WMT,2018-09-12,96.26,96.74,95.93,95.97,5882200.0,0.0,95.97,2018-09-12
WMT,2018-09-11,97.27,97.66,96.49,96.64,6322229.0,0.0,96.64,2018-09-11
WMT,2018-09-10,96.11,97.19,96.09,96.9,8261888.0,0.0,96.9,2018-09-10
WMT,2018-09-07,95.8,96.48,95.64,95.83,6650734.0,0.0,95.83,2018-09-07
WMT,2018-09-06,96.53,96.72,96.01,96.45,6135522.0,0.0,96.45,2018-09-06
WMT,2018-09-05,95.67,96.83,95.36,96.62,9466399.0,0.0,96.62,2018-09-05
WMT,2018-09-04,95.8,96.27,95.24,95.36,8243270.0,0.0,95.36,2018-09-04
VZ,2018-12-31,55.53,56.23,55.07,56.22,14340350.0,0.0,56.22,2018-12-31
VZ,2018-12-28,55.37,55.86,54.9,55.27,14763821.0,0.0,55.27,2018-12-28
VZ,2018-12-27,54.31,55.17,53.35,55.15,17086022.0,0.0,55.15,2018-12-27
VZ,2018-12-26,53.23,54.47,52.4,54.44,17881007.0,0.0,54.44,2018-12-26
VZ,2018-12-24,54.68,55.04,52.94,53.05,15076507.0,0.0,53.05,2018-12-28
VZ,2018-12-21,54.84,56.53,54.24,54.92,51353355.0,0.0,54.92,2018-12-21
VZ,2018-12-20,55.92,56.01,54.26,55.07,26530217.0,0.0,55.07,2018-12-20
VZ,2018-12-19,55.72,56.92,55.502,55.86,20618672.0,0.0,55.86,2018-12-19
VZ,2018-12-18,55.94,56.69,55.31,55.65,16883310.0,0.0,55.65,2018-12-18
VZ,2018-12-17,57.06,57.31,55.53,55.95,17504437.0,0.0,55.95,2018-12-17
VZ,2018-12-14,56.95,57.5,56.75,57.08,13385377.0,0.0,57.08,2018-12-14
VZ,2018-12-13,57.0,57.5,56.81,57.09,14459462.0,0.0,57.09,2018-12-13
VZ,2018-12-12,57.79,58.19,57.23,57.25,18563246.0,0.0,57.25,2018-12-12
VZ,2018-12-11,58.77,59.4,58.635,58.85,14868736.0,0.0,58.85,2018-12-11
VZ,2018-12-10,57.8,58.37,56.87,58.27,16465201.0,0.0,58.27,2018-12-10
VZ,2018-12-07,57.91,58.43,57.34,57.68,16541697.0,0.0,57.68,2018-12-07
VZ,2018-12-06,58.18,58.64,57.16,58.08,25523351.0,0.0,58.08,2018-12-06
VZ,2018-12-04,58.1,59.4,57.96,58.09,21543864.0,0.0,58.09,2018-12-04
VZ,2018-12-03,59.5,59.75,57.69,58.16,27353310.0,0.0,58.16,2018-12-03
VZ,2018-11-30,59.57,60.37,59.475,60.3,28250824.0,0.0,60.3,2018-11-30
VZ,2018-11-29,59.42,59.79,59.26,59.45,14422597.0,0.0,59.45,2018-11-29
VZ,2018-11-28,60.7,60.73,59.64,60.06,18525562.0,0.0,60.06,2018-11-28
VZ,2018-11-27,59.21,60.7,59.18,60.65,13842783.0,0.0,60.65,2018-11-27
VZ,2018-11-26,58.64,59.51,58.31,59.17,12109456.0,0.0,59.17,2018-11-26
VZ,2018-11-23,58.86,59.0,58.29,58.64,7009025.0,0.0,58.64,2018-11-23
VZ,2018-11-21,59.26,59.9,58.88,59.16,17875859.0,0.0,59.16,2018-11-21
VZ,2018-11-20,61.03,61.58,59.17,59.46,21921820.0,0.0,59.46,2018-11-20
VZ,2018-11-19,60.25,61.32,60.18,60.62,17509709.0,0.0,60.62,2018-11-19
VZ,2018-11-16,59.06,60.39,58.91,60.21,18926506.0,0.0,60.21,2018-11-16
VZ,2018-11-15,58.85,59.09,58.45,59.08,16408323.0,0.0,59.08,2018-11-15
VZ,2018-11-14,59.13,59.32,58.41,58.94,17591430.0,0.0,58.94,2018-11-14
VZ,2018-11-13,59.09,59.14,58.32,58.66,12804485.0,0.0,58.66,2018-11-13
VZ,2018-11-12,58.835,59.4,58.54,58.72,12438528.0,0.0,58.72,2018-11-12
VZ,2018-11-09,58.32,59.2,57.935,58.46,17260338.0,0.0,58.46,2018-11-09
VZ,2018-11-08,57.695,58.44,57.66,58.27,12413873.0,0.0,58.27,2018-11-08
VZ,2018-11-07,57.55,57.78,57.035,57.65,13752718.0,0.0,57.65,2018-11-07
VZ,2018-11-06,57.02,57.35,56.65,57.21,11939886.0,0.0,57.21,2018-11-06
VZ,2018-11-05,56.51,57.445,56.51,57.21,12287078.0,0.0,57.21,2018-11-05
VZ,2018-11-02,56.34,57.08,55.92,56.63,14277787.0,0.0,56.63,2018-11-02
VZ,2018-11-01,56.98,57.28,55.55,56.05,21929672.0,0.0,56.05,2018-11-01
VZ,2018-10-31,58.32,58.32,56.76,57.09,23704175.0,0.0,57.09,2018-10-31
VZ,2018-10-30,56.92,58.8,56.92,58.18,24833632.0,0.0,58.18,2018-10-30
VZ,2018-10-29,55.81,57.15,55.72,56.48,21818333.0,0.0,56.48,2018-10-29
VZ,2018-10-26,56.26,56.62,55.19,55.51,24317759.0,0.0,55.51,2018-10-26
VZ,2018-10-25,57.46,57.63,56.17,56.43,24812561.0,0.0,56.43,2018-10-25
VZ,2018-10-24,57.0,58.44,56.415,57.42,36809402.0,0.0,57.42,2018-10-24
VZ,2018-10-23,56.09,57.47,56.09,57.21,29196266.0,0.0,57.21,2018-10-23
VZ,2018-10-22,55.08,55.27,54.61,54.98,21410351.0,0.0,54.98,2018-10-22
VZ,2018-10-19,54.62,55.5,54.52,54.9,17309844.0,0.0,54.9,2018-10-19
VZ,2018-10-18,53.86,54.68,53.78,54.65,15364003.0,0.0,54.65,2018-10-18
VZ,2018-10-17,53.75,54.375,53.525,53.96,13283551.0,0.0,53.96,2018-10-17
VZ,2018-10-16,53.46,53.8,53.26,53.7,15144745.0,0.0,53.7,2018-10-16
VZ,2018-10-15,53.88,54.25,53.6,53.6,12798909.0,0.0,53.6,2018-10-15
VZ,2018-10-12,53.82,53.89,52.82,53.73,18721008.0,0.0,53.73,2018-10-12
VZ,2018-10-11,54.51,55.16,52.84,53.33,26336195.0,0.0,53.33,2018-10-12
VZ,2018-10-10,54.99,55.9,54.29,54.33,22022857.0,0.0,54.33,2018-10-10
VZ,2018-10-09,54.48,55.14,54.03,54.99,16872331.0,0.603,54.99,2018-10-09
VZ,2018-10-08,55.0,55.21,54.45,55.02,16586653.0,0.0,55.02,2018-10-08
VZ,2018-10-05,55.06,55.435,54.78,54.94,13286696.0,0.0,54.94,2018-10-05
VZ,2018-10-04,54.345,55.03,53.96,55.02,14972912.0,0.0,55.02,2018-10-04
VZ,2018-10-03,54.74,54.938,54.135,54.29,14409949.0,0.0,54.29,2018-10-03
VZ,2018-10-02,53.8,54.435,53.6,54.42,11283890.0,0.0,54.42,2018-10-02
VZ,2018-10-01,53.61,53.915,53.5,53.84,10453223.0,0.0,53.84,2018-10-01
VZ,2018-09-28,53.47,53.56,53.27,53.39,12527038.0,0.0,53.39,2018-09-28
VZ,2018-09-27,53.15,53.87,53.15,53.59,12773011.0,0.0,53.59,2018-09-27
VZ,2018-09-26,53.29,53.58,53.08,53.14,13193565.0,0.0,53.14,2018-09-26
VZ,2018-09-25,53.5,53.66,52.92,53.05,13470232.0,0.0,53.05,2018-09-25
VZ,2018-09-24,54.31,54.494,53.525,53.54,13768599.0,0.0,53.54,2018-09-24
VZ,2018-09-21,54.23,54.805,54.12,54.42,47157585.0,0.0,54.42,2018-09-21
VZ,2018-09-20,53.6,54.15,53.317,53.95,14351008.0,0.0,53.95,2018-09-20
VZ,2018-09-19,54.62,54.7,53.37,53.5,17422805.0,0.0,53.5,2018-09-19
VZ,2018-09-18,54.39,54.81,54.29,54.39,13376937.0,0.0,54.39,2018-09-18
VZ,2018-09-17,54.79,55.02,54.43,54.7,10817544.0,0.0,54.7,2018-09-17
VZ,2018-09-14,54.91,54.99,54.18,54.55,13162158.0,0.0,54.55,2018-09-14
VZ,2018-09-13,55.08,55.08,54.27,54.94,12044313.0,0.0,54.94,2018-09-13
VZ,2018-09-12,54.75,55.42,54.56,54.97,13038006.0,0.0,54.97,2018-09-12
VZ,2018-09-11,54.29,54.96,54.11,54.72,11737812.0,0.0,54.72,2018-09-11
VZ,2018-09-10,54.32,54.68,53.99,54.12,10460602.0,0.0,54.12,2018-09-10
VZ,2018-09-07,54.13,54.39,53.88,54.0,11714803.0,0.0,54.0,2018-09-07
VZ,2018-09-06,53.94,54.47,53.7,54.29,10351921.0,0.0,54.29,2018-09-06
VZ,2018-09-05,53.02,53.97,52.9,53.82,14866002.0,0.0,53.82,2018-09-05
VZ,2018-09-04,53.55,53.72,52.84,53.19,19589682.0,0.0,53.19,2018-09-04
V,2018-12-31,131.68,132.44,130.23,131.94,7963125.0,0.0,131.94,2018-12-31
V,2018-12-28,133.08,133.62,129.66,130.94,7379282.0,0.0,130.94,2018-12-28
V,2018-12-27,127.99,132.01,126.52,132.01,10772292.0,0.0,132.01,2018-12-27
V,2018-12-26,123.02,130.24,123.0,130.23,13415005.0,0.0,130.23,2018-12-26
V,2018-12-24,122.08,125.21,121.6,121.73,8617523.0,0.0,121.73,2018-12-28
V,2018-12-21,127.18,130.33,122.95,124.26,25281466.0,0.0,124.26,2018-12-21
V,2018-12-20,130.16,132.01,127.15,128.76,17704403.0,0.0,128.76,2018-12-20
V,2018-12-19,132.93,135.87,129.52,131.26,13757122.0,0.0,131.26,2018-12-19
V,2018-12-18,132.29,134.17,131.8,132.66,12714682.0,0.0,132.66,2018-12-18
V,2018-12-17,134.21,134.43,130.69,131.4,11610130.0,0.0,131.4,2018-12-17
V,2018-12-14,135.69,136.72,134.55,135.09,9305786.0,0.0,135.09,2018-12-14
V,2018-12-13,138.3,139.13,136.15,137.54,8767230.0,0.0,137.54,2018-12-13
V,2018-12-12,139.3,140.88,137.75,137.8,10360962.0,0.0,137.8,2018-12-12
V,2018-12-11,139.94,140.05,135.92,136.81,12242814.0,0.0,136.81,2018-12-11
V,2018-12-10,136.25,138.27,134.856,137.88,13398132.0,0.0,137.88,2018-12-10
V,2018-12-07,140.82,142.13,135.994,137.11,13846193.0,0.0,137.11,2018-12-07
V,2018-12-06,135.04,141.11,133.48,141.05,16205176.0,0.0,141.05,2018-12-06
V,2018-12-04,143.13,144.35,138.5,138.64,13631436.0,0.0,138.64,2018-12-04
V,2018-12-03,145.0,145.72,143.855,145.0,11128378.0,0.0,145.0,2018-12-03
V,2018-11-30,139.01,142.26,138.63,141.71,10891456.0,0.0,141.71,2018-11-30
V,2018-11-29,140.69,140.7,138.71,139.1,8645500.0,0.0,139.1,2018-11-29
V,2018-11-28,137.07,141.54,136.869,141.38,11081946.0,0.0,141.38,2018-11-28
V,2018-11-27,135.28,136.31,134.12,135.91,7866987.0,0.0,135.91,2018-11-27
V,2018-11-26,134.6,136.52,134.25,135.94,8244797.0,0.0,135.94,2018-11-26
V,2018-11-23,132.59,134.25,132.49,132.87,3676032.0,0.0,132.87,2018-11-23
V,2018-11-21,134.36,135.78,133.63,134.42,7380931.0,0.0,134.42,2018-11-21
V,2018-11-20,130.31,134.53,129.54,133.37,12607368.0,0.0,133.37,2018-11-20
V,2018-11-19,140.47,140.57,134.25,134.76,12787956.0,0.0,134.76,2018-11-19
V,2018-11-16,140.42,141.84,139.92,140.18,8582509.0,0.0,140.18,2018-11-16
V,2018-11-15,138.85,141.91,137.93,141.84,8531367.0,0.25,141.84,2018-11-15
V,2018-11-14,142.02,142.6,138.413,139.49,6473286.0,0.0,139.49,2018-11-14
V,2018-11-13,140.35,141.9,139.01,139.72,6259117.0,0.0,139.72,2018-11-13
V,2018-11-12,143.42,143.64,139.17,139.72,11195243.0,0.0,139.72,2018-11-12
V,2018-11-09,144.2,144.57,142.36,143.93,8328880.0,0.0,143.93,2018-11-09
V,2018-11-08,144.6,145.46,143.652,145.23,5905990.0,0.0,145.23,2018-11-08
V,2018-11-07,142.34,144.9,142.32,144.78,20410398.0,0.0,144.78,2018-11-07
V,2018-11-06,139.8,140.91,139.72,140.79,4707846.0,0.0,140.79,2018-11-06
V,2018-11-05,139.8,140.21,138.07,139.8,6161454.0,0.0,139.8,2018-11-05
V,2018-11-02,141.11,141.455,137.85,139.78,17036320.0,0.0,139.78,2018-11-02
V,2018-11-01,139.0,140.87,137.49,140.83,15878329.0,0.0,140.83,2018-11-01
V,2018-10-31,134.99,139.12,134.99,137.85,12517377.0,0.0,137.85,2018-10-31
V,2018-10-30,133.08,134.86,129.79,132.76,15047633.0,0.0,132.76,2018-10-30
V,2018-10-29,139.61,141.51,132.27,134.33,12575527.0,0.0,134.33,2018-10-29
V,2018-10-26,137.98,139.87,136.06,137.74,11996432.0,0.0,137.74,2018-10-26
V,2018-10-25,135.45,140.9,132.5,140.52,14836461.0,0.0,140.52,2018-10-25
V,2018-10-24,139.7,140.18,134.0,134.26,13199004.0,0.0,134.26,2018-10-24
